antecedent,consequent,support,confidence,lift,itemset_size,min_support,min_confidence,min_lift,parameter_set,rule_id
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001050
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001051
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001052
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.02,0.4,1.5,s0.02_c0.4_l1.5,apriori_all_001053
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.5,0.5,s0.02_c0.5_l0.5,apriori_all_001054
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.5,0.5,s0.02_c0.5_l0.5,apriori_all_001055
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.5,0.5,s0.02_c0.5_l0.5,apriori_all_001056
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.5,1.0,s0.02_c0.5_l1.0,apriori_all_001057
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.5,1.0,s0.02_c0.5_l1.0,apriori_all_001058
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.5,1.0,s0.02_c0.5_l1.0,apriori_all_001059
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.5,1.2,s0.02_c0.5_l1.2,apriori_all_001060
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.5,1.2,s0.02_c0.5_l1.2,apriori_all_001061
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.5,1.2,s0.02_c0.5_l1.2,apriori_all_001062
butter,whole milk,0.028,0.5052,1.942,2,0.02,0.5,1.5,s0.02_c0.5_l1.5,apriori_all_001063
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.02,0.5,1.5,s0.02_c0.5_l1.5,apriori_all_001064
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.02,0.5,1.5,s0.02_c0.5_l1.5,apriori_all_001065
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001066
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001067
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001068
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001069
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001070
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001071
sausage,whole milk,0.0321,0.3405,1.3089,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001072
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001073
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001074
pastry,whole milk,0.035,0.3887,1.4941,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001075
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001076
sausage,rolls/buns,0.0304,0.322,1.736,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001077
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001078
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.03,0.3,0.5,s0.03_c0.3_l0.5,apriori_all_001079
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001080
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001081
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001082
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001083
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001084
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001085
sausage,whole milk,0.0321,0.3405,1.3089,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001086
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001087
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001088
pastry,whole milk,0.035,0.3887,1.4941,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001089
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001090
sausage,rolls/buns,0.0304,0.322,1.736,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001091
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001092
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.03,0.3,1.0,s0.03_c0.3_l1.0,apriori_all_001093
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001094
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001095
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001096
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001097
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001098
sausage,whole milk,0.0321,0.3405,1.3089,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001099
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001100
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001101
pastry,whole milk,0.035,0.3887,1.4941,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001102
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001103
sausage,rolls/buns,0.0304,0.322,1.736,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001104
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001105
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.03,0.3,1.2,s0.03_c0.3_l1.2,apriori_all_001106
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001107
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001108
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001109
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001110
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001111
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001112
sausage,rolls/buns,0.0304,0.322,1.736,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001113
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001114
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.03,0.3,1.5,s0.03_c0.3_l1.5,apriori_all_001115
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.4,0.5,s0.03_c0.4_l0.5,apriori_all_001116
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.4,0.5,s0.03_c0.4_l0.5,apriori_all_001117
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.4,0.5,s0.03_c0.4_l0.5,apriori_all_001118
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.4,0.5,s0.03_c0.4_l0.5,apriori_all_001119
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.4,0.5,s0.03_c0.4_l0.5,apriori_all_001120
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.4,1.0,s0.03_c0.4_l1.0,apriori_all_001121
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.4,1.0,s0.03_c0.4_l1.0,apriori_all_001122
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.4,1.0,s0.03_c0.4_l1.0,apriori_all_001123
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.4,1.0,s0.03_c0.4_l1.0,apriori_all_001124
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.4,1.0,s0.03_c0.4_l1.0,apriori_all_001125
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.4,1.2,s0.03_c0.4_l1.2,apriori_all_001126
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.4,1.2,s0.03_c0.4_l1.2,apriori_all_001127
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.4,1.2,s0.03_c0.4_l1.2,apriori_all_001128
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.4,1.2,s0.03_c0.4_l1.2,apriori_all_001129
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.4,1.2,s0.03_c0.4_l1.2,apriori_all_001130
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.03,0.4,1.5,s0.03_c0.4_l1.5,apriori_all_001131
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.03,0.4,1.5,s0.03_c0.4_l1.5,apriori_all_001132
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.03,0.4,1.5,s0.03_c0.4_l1.5,apriori_all_001133
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.03,0.4,1.5,s0.03_c0.4_l1.5,apriori_all_001134
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.03,0.4,1.5,s0.03_c0.4_l1.5,apriori_all_001135
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.05,0.3,0.5,s0.05_c0.3_l0.5,apriori_all_001136
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.05,0.3,0.5,s0.05_c0.3_l0.5,apriori_all_001137
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.3,0.5,s0.05_c0.3_l0.5,apriori_all_001138
rolls/buns,whole milk,0.0569,0.307,1.1799,2,0.05,0.3,1.0,s0.05_c0.3_l1.0,apriori_all_001139
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.05,0.3,1.0,s0.05_c0.3_l1.0,apriori_all_001140
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.3,1.0,s0.05_c0.3_l1.0,apriori_all_001141
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.05,0.3,1.2,s0.05_c0.3_l1.2,apriori_all_001142
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.3,1.2,s0.05_c0.3_l1.2,apriori_all_001143
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.05,0.3,1.5,s0.05_c0.3_l1.5,apriori_all_001144
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.3,1.5,s0.05_c0.3_l1.5,apriori_all_001145
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.4,0.5,s0.05_c0.4_l0.5,apriori_all_001146
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.4,1.0,s0.05_c0.4_l1.0,apriori_all_001147
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.4,1.2,s0.05_c0.4_l1.2,apriori_all_001148
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.05,0.4,1.5,s0.05_c0.4_l1.5,apriori_all_001149
